,text,emotion,target_utterance,context_utterances,full_text,text_cleaned
613,"Khair, ab Inspector sahab, rafa dafa keejiye na, aap jaante hai na ki case mein kuch dum nahi hai... Vo kuch chota motha fine hum bhar denge.... Fine! 50000 rupaye de dijiye! 50000 rupaye! Le jaaeye! Sharman bhaiya ko jail leke jaayege! Nahi, nahi... Wait, wait, wait... I'll just make a call... Inspector Sahab, 50000 thoda jyada hai... Thode! Kuch bhi hai, Sahil! Inspector sahab, aakhri daam boliye, dene ka bhaav! Dene ka bhaav!? Aap log iski aajadi khareed rahe ho ya tamatar! Agar tamatar hote na, to itni der yaha nahi rukati! Kisi aur Inspector ke thele pe chali gayi hoti!",1,"Agar tamatar hote na, to itni der yaha nahi rukati! Kisi aur Inspector ke thele pe chali gayi hoti!","Khair, ab Inspector sahab, rafa dafa keejiye na, aap jaante hai na ki case mein kuch dum nahi hai... Vo kuch chota motha fine hum bhar denge.... Fine! 50000 rupaye de dijiye! 50000 rupaye! Le jaaeye! Sharman bhaiya ko jail leke jaayege! Nahi, nahi... Wait, wait, wait... I'll just make a call... Inspector Sahab, 50000 thoda jyada hai... Thode! Kuch bhi hai, Sahil! Inspector sahab, aakhri daam boliye, dene ka bhaav! Dene ka bhaav!? Aap log iski aajadi khareed rahe ho ya tamatar!","Khair, ab Inspector sahab, rafa dafa keejiye na, aap jaante hai na ki case mein kuch dum nahi hai... Vo kuch chota motha fine hum bhar denge.... Fine! 50000 rupaye de dijiye! 50000 rupaye! Le jaaeye! Sharman bhaiya ko jail leke jaayege! Nahi, nahi... Wait, wait, wait... I'll just make a call... Inspector Sahab, 50000 thoda jyada hai... Thode! Kuch bhi hai, Sahil! Inspector sahab, aakhri daam boliye, dene ka bhaav! Dene ka bhaav!? Aap log iski aajadi khareed rahe ho ya tamatar! Agar tamatar hote na, to itni der yaha nahi rukati! Kisi aur Inspector ke thele pe chali gayi hoti!",khair ab inspectur sahab rafa dafa kejiy na ap jant hai na ki case mein kuch dum nahi hai vu kuch chuta mutha fine hum bhar deng fine 50 rupay de dijiy 50 rupay le jaey sharman bhaiya ku jail leke jayeg nahi nahi wait vait vait l make cal inspectur sahab 50 thuda jyada hai thude kuch bhi hai sahil inspectur sahab akhri dam buliy dene ka bhav dene ka bhav aap lug iski ajadi khare rahe hu ya tamatar agar tamatar hute na tu itni der yaha nahi rukati kisi aur inspectur ke thele pe chali gayi huti
614,"Say hello to Tommy the dog Tumne iss kutte ka naam Tommy the dog rakha? Haan kyuki srif Tommy rakhne se kitna middle class lagta hain na! Aur waise bhi ye to big budget kutta hain aur ajkal to fashion hain mother in law ki big budget filmon ke title ke neeche tagline - Haramzaada the Rasle, Mein tera khoon pee jayoongi - the thirsty, KHooni Sasuma - The monster",2,"Haan kyuki srif Tommy rakhne se kitna middle class lagta hain na! Aur waise bhi ye to big budget kutta hain aur ajkal to fashion hain mother in law ki big budget filmon ke title ke neeche tagline - Haramzaada the Rasle, Mein tera khoon pee jayoongi - the thirsty, KHooni Sasuma - The monster",Say hello to Tommy the dog Tumne iss kutte ka naam Tommy the dog rakha?,"Say hello to Tommy the dog Tumne iss kutte ka naam Tommy the dog rakha? Haan kyuki srif Tommy rakhne se kitna middle class lagta hain na! Aur waise bhi ye to big budget kutta hain aur ajkal to fashion hain mother in law ki big budget filmon ke title ke neeche tagline - Haramzaada the Rasle, Mein tera khoon pee jayoongi - the thirsty, KHooni Sasuma - The monster",say helu tu tumi dug tumn kute ka nam tumi dug rakha han kyuki srif tumi rakhn se kitna midl cla lagta hain na aur vais bhi ye tu big budget kuta hain aur ajkal tu fashiun hain muther lav ki big budget filmun ke titl ke nech taglin haramjada rasl mein tera khun pe jayungi thirsti khuni sasuma munster
615,"mummy ji... pakode... pakode tum wapas kyun aa gyi radha bai aapne hi to kaha tha, monisha memsahab jab pakode leke aaegi to... are yahan hum ek puri lash ko rafa dafa karne ke chakkar me hai or tumhe monisha memsahab ke pakode fekne ki padi hai",1,are yahan hum ek puri lash ko rafa dafa karne ke chakkar me hai or tumhe monisha memsahab ke pakode fekne ki padi hai,"mummy ji... pakode... pakode tum wapas kyun aa gyi radha bai aapne hi to kaha tha, monisha memsahab jab pakode leke aaegi to...","mummy ji... pakode... pakode tum wapas kyun aa gyi radha bai aapne hi to kaha tha, monisha memsahab jab pakode leke aaegi to... are yahan hum ek puri lash ko rafa dafa karne ke chakkar me hai or tumhe monisha memsahab ke pakode fekne ki padi hai",mumi ji pakud pakud tum vapa kyun gyi radha bai apn hi tu kaha tha munisha memsahab jab pakud leke aegi tu yahan hum ek puri lash ku rafa dafa karn ke chakar hai ur tumh munisha memsahab ke pakud fekn ki padi hai
616,"madhusudhan bhai aap yahan kyun aye hai haan, plastic ki theli ban ho gyi hai ye ban kyun nhi hua, ab ye mujhe disturb karte rahenge",0,"ye ban kyun nhi hua, ab ye mujhe disturb karte rahenge","madhusudhan bhai aap yahan kyun aye hai haan, plastic ki theli ban ho gyi hai","madhusudhan bhai aap yahan kyun aye hai haan, plastic ki theli ban ho gyi hai ye ban kyun nhi hua, ab ye mujhe disturb karte rahenge",madhusudhan bhai ap yahan kyun aye hai han plastic ki theli ban hu gyi hai ye ban kyun nhi hua ab ye mujh disturb kart raheng
617,"Hello Indravardhan kaise ho tum. kaam ki baat karo, polite conversations ke liye mere paas waqt nahi hai.",0,"kaam ki baat karo, polite conversations ke liye mere paas waqt nahi hai.",Hello Indravardhan kaise ho tum.,"Hello Indravardhan kaise ho tum. kaam ki baat karo, polite conversations ke liye mere paas waqt nahi hai.",helu indravardhan kais hu tum kam ki bat karu pulit cunversatiun ke liy mere pa vakt nahi hai
618,"Dad ne, paani se bhare bath tub mein saare alarm clocks daal diye. Ye itne maile ho gaye the kya? Ye tumhaare ghar ke alarm clocks nahi hai Monisha!",2,Ye tumhaare ghar ke alarm clocks nahi hai Monisha!,"Dad ne, paani se bhare bath tub mein saare alarm clocks daal diye. Ye itne maile ho gaye the kya?","Dad ne, paani se bhare bath tub mein saare alarm clocks daal diye. Ye itne maile ho gaye the kya? Ye tumhaare ghar ke alarm clocks nahi hai Monisha!",dad ne pani se bhare bath tub mein sare alarm cluck dal diy ye itn mail hu gay kya ye tumhar ghar ke alarm cluck nahi hai munisha
619,yahi ke bollywood is over harvard .. actors doctors se zyada famous hote hai do you think ke running around trees is bas bas ok ok keep quiet he is talking like an ass,0,he is talking like an ass,yahi ke bollywood is over harvard .. actors doctors se zyada famous hote hai do you think ke running around trees is bas bas ok ok keep quiet,yahi ke bollywood is over harvard .. actors doctors se zyada famous hote hai do you think ke running around trees is bas bas ok ok keep quiet he is talking like an ass,yahi ke bulyvud uver harvard actur ductur se jyada famu hute hai du yu think ke rune arund tre ba ba uk uk kep kuiet talk like
620,"Monisha bhabi kachda fekne gayi thi? Unke ghar mein kachda nahi tha? No ghar to spotlessly clean tha To tum shayad galat ghar mein chali gayi hogi, Monisha ka ghar humaare saamne wala. Accha batao, wahan jaali huyi khisdi ki badboo aa rahii thi?",1,"To tum shayad galat ghar mein chali gayi hogi, Monisha ka ghar humaare saamne wala. Accha batao, wahan jaali huyi khisdi ki badboo aa rahii thi?",Monisha bhabi kachda fekne gayi thi? Unke ghar mein kachda nahi tha? No ghar to spotlessly clean tha,"Monisha bhabi kachda fekne gayi thi? Unke ghar mein kachda nahi tha? No ghar to spotlessly clean tha To tum shayad galat ghar mein chali gayi hogi, Monisha ka ghar humaare saamne wala. Accha batao, wahan jaali huyi khisdi ki badboo aa rahii thi?",munisha bhabi kachda fekn gayi thi unk ghar mein kachda nahi tha nu ghar tu sputlesli clean tha tu tum shayad galat ghar mein chali gayi hugi munisha ka ghar humar samn vala acha batau vahan jali huyi khisdi ki badbu rahi thi
621,Yahan Bhi middle class Maya. Achcha To jab upper class marta hai to tab Kya Hota Hai? Vah log Surprise sophisticated tunnel se Gujar kar Safed white light ki taraf Chale Jaate Hain exactly 7 second mein Achcha! aur middle class? Unhen Aadha poona Ghanta do teen din lagte Honge Shayad.,2,Unhen Aadha poona Ghanta do teen din lagte Honge Shayad.,Yahan Bhi middle class Maya. Achcha To jab upper class marta hai to tab Kya Hota Hai? Vah log Surprise sophisticated tunnel se Gujar kar Safed white light ki taraf Chale Jaate Hain exactly 7 second mein Achcha! aur middle class?,Yahan Bhi middle class Maya. Achcha To jab upper class marta hai to tab Kya Hota Hai? Vah log Surprise sophisticated tunnel se Gujar kar Safed white light ki taraf Chale Jaate Hain exactly 7 second mein Achcha! aur middle class? Unhen Aadha poona Ghanta do teen din lagte Honge Shayad.,yahan bhi midl cla maya achcha tu jab uper cla marta hai tu tab kya huta hai vah lug surpris suphist tunel se gujar kar safe vhite light ki taraf chale jate hain exactli 7 secund mein achcha aur midl cla unhen aadha puna ghanta du ten din lagt hung shayad
622,"Vaise kuch hoga nahi unhe. Aray hum sab ko unki baaraat mein naachna hai sadak par! Hai na! Mujhe maalum hai ki Rosesh ko kuch nahi hoga, lekin hum ko uski baaraat par naachna nahi ha sadak par. So middle class!",2,"Mujhe maalum hai ki Rosesh ko kuch nahi hoga, lekin hum ko uski baaraat par naachna nahi ha sadak par. So middle class!",Vaise kuch hoga nahi unhe. Aray hum sab ko unki baaraat mein naachna hai sadak par! Hai na!,"Vaise kuch hoga nahi unhe. Aray hum sab ko unki baaraat mein naachna hai sadak par! Hai na! Mujhe maalum hai ki Rosesh ko kuch nahi hoga, lekin hum ko uski baaraat par naachna nahi ha sadak par. So middle class!",vais kuch huga nahi unh aray hum sab ku unki barat mein nachna hai sadak par hai na mujh malum hai ki rusesh ku kuch nahi huga lekin hum ku uski barat par nachna nahi ha sadak par su midl cla
623,"Had karte ho tum Indravardhan! Tumne itne bade cockroaches ko ghar mein ghusne kaise diya! Maya maine to mana kiya unhen, lekin unhonne donon mujhe jodakar request ki mujhase, ""Uncle uncle, please hume ghusne do na!"", to unka man rakhaane ke liye maine kaha jao.",0,"Maya maine to mana kiya unhen, lekin unhonne donon mujhe jodakar request ki mujhase, ""Uncle uncle, please hume ghusne do na!"", to unka man rakhaane ke liye maine kaha jao.",Had karte ho tum Indravardhan! Tumne itne bade cockroaches ko ghar mein ghusne kaise diya!,"Had karte ho tum Indravardhan! Tumne itne bade cockroaches ko ghar mein ghusne kaise diya! Maya maine to mana kiya unhen, lekin unhonne donon mujhe jodakar request ki mujhase, ""Uncle uncle, please hume ghusne do na!"", to unka man rakhaane ke liye maine kaha jao.",kart hu tum indravardhan tumn itn bade cuckruach ku ghar mein ghusn kais diya maya main tu mana kiya unhen lekin unhun dunun mujh judakar rekuest ki mujhas uncl uncl pleas hume ghusn du na tu unka man rakhan ke liy main kaha jau
624,"Indu, please! Just shut up! ek to bechare ka visa reject ho gaya hai wo to hona hi tha, maine isse keha tha ki visa office karke samne burqa pehenke jaana,phir bhi usne apna chehera dikhaya, phir bhi upar se munh bhi khola, “hi, I want to visit my parrot uncle in the U.S.”",2,"wo to hona hi tha, maine isse keha tha ki visa office karke samne burqa pehenke jaana,phir bhi usne apna chehera dikhaya, phir bhi upar se munh bhi khola, “hi, I want to visit my parrot uncle in the U.S.”","Indu, please! Just shut up! ek to bechare ka visa reject ho gaya hai","Indu, please! Just shut up! ek to bechare ka visa reject ho gaya hai wo to hona hi tha, maine isse keha tha ki visa office karke samne burqa pehenke jaana,phir bhi usne apna chehera dikhaya, phir bhi upar se munh bhi khola, “hi, I want to visit my parrot uncle in the U.S.”",indu pleas shut ek tu bechar ka visa reject hu gaya hai vu tu huna hi tha main ise keha tha ki visa ufic kark samn burka pehenk jana phir bhi usn apna chehera dikhaya phir bhi upar se munh bhi khula hi vant tu visit parut uncl u
625,Radha bai mera right hand hai or vitthal mera henchman. Henchman? Aap yahan ghar chalati hai ya mafia?,1,Henchman? Aap yahan ghar chalati hai ya mafia?,Radha bai mera right hand hai or vitthal mera henchman.,Radha bai mera right hand hai or vitthal mera henchman. Henchman? Aap yahan ghar chalati hai ya mafia?,radha bai mera right hand hai ur vithal mera henchman henchman aap yahan ghar chalati hai ya mafia
626,"Aaj se tumhe sir Indravardhan Sarabhai kaha ke bulaaenge. Subha se shuru ho jaayenge, ""Sir, doodh pi leejiye sir. Excercise kar lijiye sir. Naha leejiye sir. Monisha ke tarah naakhoon mat chabaaeye sir! Darvaaja joor se mat slam karo Monisha. Machchar maar ke, ""Wow! Choutha machchar mara!"" mat bolo Monisha. Sir! Sir!",2,Sir! Sir!,"Aaj se tumhe sir Indravardhan Sarabhai kaha ke bulaaenge. Subha se shuru ho jaayenge, ""Sir, doodh pi leejiye sir. Excercise kar lijiye sir. Naha leejiye sir. Monisha ke tarah naakhoon mat chabaaeye sir! Darvaaja joor se mat slam karo Monisha. Machchar maar ke, ""Wow! Choutha machchar mara!"" mat bolo Monisha.","Aaj se tumhe sir Indravardhan Sarabhai kaha ke bulaaenge. Subha se shuru ho jaayenge, ""Sir, doodh pi leejiye sir. Excercise kar lijiye sir. Naha leejiye sir. Monisha ke tarah naakhoon mat chabaaeye sir! Darvaaja joor se mat slam karo Monisha. Machchar maar ke, ""Wow! Choutha machchar mara!"" mat bolo Monisha. Sir! Sir!",aaj se tumh sir indravardhan sarabhai kaha ke bulaeng subha se shuru hu jayeng sir dudh pi lejiy sir excercis kar lijiy sir naha lejiy sir munisha ke tarah nakhun mat chabaey sir darvaja jur se mat slam karu munisha machchar mar ke wuv chutha machchar mara mat bulu munisha sir sir
627,"Hello, is there doctor Rajshekhar Acharya? Speaking, who's this? Aur kitne khoon karoge khooni? i beg your pardon? Kaun bol rahe hai aap? Mai Jallaad bol raha hu! Jallaad? Mai apki surname ni, poora naam puch raha hu!",1,"Jallaad? Mai apki surname ni, poora naam puch raha hu!","Hello, is there doctor Rajshekhar Acharya? Speaking, who's this? Aur kitne khoon karoge khooni? i beg your pardon? Kaun bol rahe hai aap? Mai Jallaad bol raha hu!","Hello, is there doctor Rajshekhar Acharya? Speaking, who's this? Aur kitne khoon karoge khooni? i beg your pardon? Kaun bol rahe hai aap? Mai Jallaad bol raha hu! Jallaad? Mai apki surname ni, poora naam puch raha hu!",helu ductur rajshekhar acharya speak vhu aur kitn khun karug khuni beg yur pardun kaun bul rahe hai ap mai jalad bul raha hu jalad mai apki surnam ni pura nam puch raha hu
628,Monisha bhabhi ka sardanjali main to 22 ghante Mein likhi thi Dhai ghante Mein usse Achcha shradhanjali Kaise likhun Agar aadhe ghante ke bad bhi Kuchh Nahin likh Paye to kagaj Le Jana mum ke pass aur kah dena sorry mama kagaj Kora Hi Rah Gaya Kuchh Nahin Hoga ok,3,Agar aadhe ghante ke bad bhi Kuchh Nahin likh Paye to kagaj Le Jana mum ke pass aur kah dena sorry mama kagaj Kora Hi Rah Gaya Kuchh Nahin Hoga ok,Monisha bhabhi ka sardanjali main to 22 ghante Mein likhi thi Dhai ghante Mein usse Achcha shradhanjali Kaise likhun,Monisha bhabhi ka sardanjali main to 22 ghante Mein likhi thi Dhai ghante Mein usse Achcha shradhanjali Kaise likhun Agar aadhe ghante ke bad bhi Kuchh Nahin likh Paye to kagaj Le Jana mum ke pass aur kah dena sorry mama kagaj Kora Hi Rah Gaya Kuchh Nahin Hoga ok,munisha bhabhi ka sardanjali main tu 2 ghant mein likhi thi dhai ghant mein use achcha shradhanjali kais likhun agar adh ghant ke bad bhi kuch nahin likh pay tu kagaj le jana mum ke pa aur kah dena suri mama kagaj kura hi rah gaya kuch nahin huga uk
629,Kavita ka naam hai 'Main lukkha Hoon'…. Correct.,2,Correct.,Kavita ka naam hai 'Main lukkha Hoon'….,Kavita ka naam hai 'Main lukkha Hoon'…. Correct.,kavita ka nam hai main lukha hun curect
630,"Monisha, de do na, please! Bade bade set dena! Uske paas bade bade, loud, gold ke sets hi hai... Sutle aur refined jewellery ye kya jaane! Haha!",2,"Uske paas bade bade, loud, gold ke sets hi hai... Sutle aur refined jewellery ye kya jaane! Haha!","Monisha, de do na, please! Bade bade set dena!","Monisha, de do na, please! Bade bade set dena! Uske paas bade bade, loud, gold ke sets hi hai... Sutle aur refined jewellery ye kya jaane! Haha!",munisha de du na pleas bade bade set dena usk pa bade bade lud guld ke set hi hai sutl aur refin jeveleri ye kya jane haha
631,"Sabse jyaada to mai apne aap ko miss kar rahi hu... To bula lo na Monisha! Mummy ji!? Mai bhi uss irritating, middle class, embarrassing Monisha ko bohot miss kar rahi hu! Sach!? To fir ye dekhiye mummy ji, maine itni mehengi vaali saadi ke neeche rubber ke chappal pehen rakhe hai! Oh!! Oh, Monisha, you're so cute, ugly, and pathethic!",2,"Oh, Monisha, you're so cute, ugly, and pathethic!","Sabse jyaada to mai apne aap ko miss kar rahi hu... To bula lo na Monisha! Mummy ji!? Mai bhi uss irritating, middle class, embarrassing Monisha ko bohot miss kar rahi hu! Sach!? To fir ye dekhiye mummy ji, maine itni mehengi vaali saadi ke neeche rubber ke chappal pehen rakhe hai! Oh!!","Sabse jyaada to mai apne aap ko miss kar rahi hu... To bula lo na Monisha! Mummy ji!? Mai bhi uss irritating, middle class, embarrassing Monisha ko bohot miss kar rahi hu! Sach!? To fir ye dekhiye mummy ji, maine itni mehengi vaali saadi ke neeche rubber ke chappal pehen rakhe hai! Oh!! Oh, Monisha, you're so cute, ugly, and pathethic!",sabs jyada tu mai apn ap ku mi kar rahi hu tu bula lu na munisha mumi ji mai bhi us irit midl cla embaras munisha ku buhut mi kar rahi hu sach tu fir ye dekhiy mumi ji main itni mehengi vali sadi ke nech ruber ke chapal pehen rakh hai oh oh munisha yu su cute ugli patheth
632,mama. bhabhi to manhi Nahin.ab kya hoga? Plan B. Mujhe Kisi Tarah pest control Shuru Hone se pahle hi us ghar mein ghus Na Hoga but how Bimari. Yahan Hamare ghar per painter's Aane Wale hain aur Achanak much per jaundice ka Asar.,1,Bimari. Yahan Hamare ghar per painter's Aane Wale hain aur Achanak much per jaundice ka Asar.,mama. bhabhi to manhi Nahin.ab kya hoga? Plan B. Mujhe Kisi Tarah pest control Shuru Hone se pahle hi us ghar mein ghus Na Hoga but how,mama. bhabhi to manhi Nahin.ab kya hoga? Plan B. Mujhe Kisi Tarah pest control Shuru Hone se pahle hi us ghar mein ghus Na Hoga but how Bimari. Yahan Hamare ghar per painter's Aane Wale hain aur Achanak much per jaundice ka Asar.,mama bhabhi tu manhi nahin ab kya huga plan b mujh kisi tarah pest cuntrul shuru hune se pahl hi us ghar mein ghu na huga huv bimari yahan hamar ghar per painter aan wale hain aur achanak much per jaundic ka asar
633,"mom usne meri brand new coyote ki tail light todd di. i am not going to leave this... aaah aah momma momma! shh shh. uske lote ko bhi to nuksan hua hai na. mom, do pese ka lota hai ye! i know magar authentic lota hai. usne real bikhari se khareeda tha apne role ke liye.",0,i know magar authentic lota hai. usne real bikhari se khareeda tha apne role ke liye.,"mom usne meri brand new coyote ki tail light todd di. i am not going to leave this... aaah aah momma momma! shh shh. uske lote ko bhi to nuksan hua hai na. mom, do pese ka lota hai ye!","mom usne meri brand new coyote ki tail light todd di. i am not going to leave this... aaah aah momma momma! shh shh. uske lote ko bhi to nuksan hua hai na. mom, do pese ka lota hai ye! i know magar authentic lota hai. usne real bikhari se khareeda tha apne role ke liye.",mum usn meri brand nev cuyut ki tail light tud di nut gu tu leav ah ah muma muma sh sh usk lute ku bhi tu nuksan hua hai na mum du pese ka luta hai ye knuv magar authent luta hai usn real bikhari se khareda tha apn rule ke liy
634,Haan. Daddy ji bilkul theek kaha rahe hai. Hum log samosa kha ke celebate karenge! Samosa! Yaani charbi ki nadi mein doobi carbohydrates ki laash!,2,Samosa! Yaani charbi ki nadi mein doobi carbohydrates ki laash!,Haan. Daddy ji bilkul theek kaha rahe hai. Hum log samosa kha ke celebate karenge!,Haan. Daddy ji bilkul theek kaha rahe hai. Hum log samosa kha ke celebate karenge! Samosa! Yaani charbi ki nadi mein doobi carbohydrates ki laash!,han dadi ji bilkul thek kaha rahe hai hum lug samusa kha ke celeb kareng samusa yani charbi ki nadi mein dubi carbuhydr ki lash
635,Wo saab to theek hain lekin divorce huya kyu? Humme samajti nahin hain…..woi saare chotti chotti baatein Jaise Jaise uss ladki se affair kyu kiya? Wo to drug addict hain. Arey tumhe to zukham hain…saare kapde utaarkar beach pe kyu ja rahe ho. Aisi choti choti baatein mein dakhal andaazi karti hain wo!,1,Jaise uss ladki se affair kyu kiya? Wo to drug addict hain. Arey tumhe to zukham hain…saare kapde utaarkar beach pe kyu ja rahe ho. Aisi choti choti baatein mein dakhal andaazi karti hain wo!,Wo saab to theek hain lekin divorce huya kyu? Humme samajti nahin hain…..woi saare chotti chotti baatein Jaise,Wo saab to theek hain lekin divorce huya kyu? Humme samajti nahin hain…..woi saare chotti chotti baatein Jaise Jaise uss ladki se affair kyu kiya? Wo to drug addict hain. Arey tumhe to zukham hain…saare kapde utaarkar beach pe kyu ja rahe ho. Aisi choti choti baatein mein dakhal andaazi karti hain wo!,wu sab tu thek hain lekin divurc huya kyu hume samajti nahin hain vui sare chuti chuti batein jais jais us ladki se afair kyu kiya wu tu drug adict hain arey tumh tu jukham hain sare kapd utarkar beach pe kyu ja rahe hu aisi chuti chuti batein mein dakhal andaji karti hain vu
636,"okay, chalo ek baar or. Me jab yahan nhi rahungi tab tum... mujhe yaad hai, yaad hai, yaad hai, yaad hai, yaad hai good, to bolo subah uth ke dhudh pee lunga, neeche giri hui khane ki cheez t-shirt se ponch kar nhi khaunga, washing machine me jab socks dalunga to sath me joote nhi dalunga good boy kya orr orr rosesh jab naha ke niklega tab uska toliya nhi khinchunga, monisha ke ghar jab jaunga to... wo sab rehne do, wo monisha ki list me hai",2,"wo sab rehne do, wo monisha ki list me hai","okay, chalo ek baar or. Me jab yahan nhi rahungi tab tum... mujhe yaad hai, yaad hai, yaad hai, yaad hai, yaad hai good, to bolo subah uth ke dhudh pee lunga, neeche giri hui khane ki cheez t-shirt se ponch kar nhi khaunga, washing machine me jab socks dalunga to sath me joote nhi dalunga good boy kya orr orr rosesh jab naha ke niklega tab uska toliya nhi khinchunga, monisha ke ghar jab jaunga to...","okay, chalo ek baar or. Me jab yahan nhi rahungi tab tum... mujhe yaad hai, yaad hai, yaad hai, yaad hai, yaad hai good, to bolo subah uth ke dhudh pee lunga, neeche giri hui khane ki cheez t-shirt se ponch kar nhi khaunga, washing machine me jab socks dalunga to sath me joote nhi dalunga good boy kya orr orr rosesh jab naha ke niklega tab uska toliya nhi khinchunga, monisha ke ghar jab jaunga to... wo sab rehne do, wo monisha ki list me hai",ukay chalu ek bar ur jab yahan nhi rahungi tab tum mujh yad hai yad hai yad hai yad hai yad hai gud tu bulu subah uth ke dhudh pe lunga nech giri hui khane ki chej shirt se punch kar nhi khaunga vash machin jab suck dalunga tu sath jute nhi dalunga gud buy kya ur ur rusesh jab naha ke niklega tab uska tuliya nhi khinchunga munisha ke ghar jab jaunga tu vu sab rehn du vu munisha ki list hai
637,Fruit mein... neembu hai! Nahi nahi! Khaane vaala fruit!,2,Nahi nahi! Khaane vaala fruit!,Fruit mein... neembu hai!,Fruit mein... neembu hai! Nahi nahi! Khaane vaala fruit!,fruit mein nembu hai nahi nahi khane vala fruit
638,Vaise mera Indravardhan to bilkul seedha hai. Kisi gair aurat ke saamne aankh uthaa kar bhi nahi dhekta. Mera Sahil bhi! Spondylitis ke mareez he dono? Ya tote hai?,2,Spondylitis ke mareez he dono? Ya tote hai?,Vaise mera Indravardhan to bilkul seedha hai. Kisi gair aurat ke saamne aankh uthaa kar bhi nahi dhekta. Mera Sahil bhi!,Vaise mera Indravardhan to bilkul seedha hai. Kisi gair aurat ke saamne aankh uthaa kar bhi nahi dhekta. Mera Sahil bhi! Spondylitis ke mareez he dono? Ya tote hai?,vais mera indravardhan tu bilkul sedha hai kisi gair aurat ke samn ankh utha kar bhi nahi dhekta mera sahil bhi spundyl ke marej dunu ya tute hai
639,"Nahi, nahi, Monisha, Indravardhan ko payal ki jarurat nahi hai. Vaise bhi tumhaare selection ke payal mai pehane bhi nahi dungi use.",2,Vaise bhi tumhaare selection ke payal mai pehane bhi nahi dungi use.,"Nahi, nahi, Monisha, Indravardhan ko payal ki jarurat nahi hai.","Nahi, nahi, Monisha, Indravardhan ko payal ki jarurat nahi hai. Vaise bhi tumhaare selection ke payal mai pehane bhi nahi dungi use.",nahi nahi munisha indravardhan ku payal ki jarurat nahi hai vais bhi tumhar selectiun ke payal mai pehan bhi nahi dungi use
640,"Aaj meri kavita, meri poerty ke saath, meri akhri shaam hai momma. What!? Kaal se hum dono alag ho jaenge... But kyu, tum apni kavita kyu chodh raheho sweety? Kyuki meri kavita ne humesha muze bura criticism hi diya hai momma, jise maine apni lifeline samjha, wohi meri dushman nikli. Very correct, infact tumhaari nahi, hum subki dushman nikli. So go ahead, cut the cake, congratuations, kavita se aajadi mubarak ho! Come on come on come on! Thats it! congratulations! Hein? And celebrations! Maya! Kya hua? Maya! Aray, welcome, welcome! Bade achhe maukepe aae! Aao aao baitho baitho.",2,"Aray, welcome, welcome! Bade achhe maukepe aae! Aao aao baitho baitho.","Aaj meri kavita, meri poerty ke saath, meri akhri shaam hai momma. What!? Kaal se hum dono alag ho jaenge... But kyu, tum apni kavita kyu chodh raheho sweety? Kyuki meri kavita ne humesha muze bura criticism hi diya hai momma, jise maine apni lifeline samjha, wohi meri dushman nikli. Very correct, infact tumhaari nahi, hum subki dushman nikli. So go ahead, cut the cake, congratuations, kavita se aajadi mubarak ho! Come on come on come on! Thats it! congratulations! Hein? And celebrations! Maya! Kya hua? Maya!","Aaj meri kavita, meri poerty ke saath, meri akhri shaam hai momma. What!? Kaal se hum dono alag ho jaenge... But kyu, tum apni kavita kyu chodh raheho sweety? Kyuki meri kavita ne humesha muze bura criticism hi diya hai momma, jise maine apni lifeline samjha, wohi meri dushman nikli. Very correct, infact tumhaari nahi, hum subki dushman nikli. So go ahead, cut the cake, congratuations, kavita se aajadi mubarak ho! Come on come on come on! Thats it! congratulations! Hein? And celebrations! Maya! Kya hua? Maya! Aray, welcome, welcome! Bade achhe maukepe aae! Aao aao baitho baitho.",aaj meri kavita meri puerti ke sath meri akhri sham hai muma kal se hum dunu alag hu jaeng kyu tum apni kavita kyu chudh rahehu sveti kyuki meri kavita ne humesha muje bura critic hi diya hai muma jise main apni lifelin samjha vuhi meri dushman nikli curect infact tumhari nahi hum subki dushman nikli su gu ahead cut cake cungratuatiun kavita se ajadi mubarak hu cume un cume un cume un that cungratulatiun hein celebratiun maya kya hua maya aray velcum velcum bade ach maukep ae aau au baithu baithu
